SSN,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
538814881,29, Private,250967, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1887,48, United-States, >50K
608781089,46, Private,153254, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
611665386,18, Private,362600, 5th-6th,3, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
570940263,68, Private,171933, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
435925,62, Private,211408, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
7683742,43, Private,48193, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
181864837,35, Private,22463, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
878731980,21, Private,440969, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
979181500,21, State-gov,164922, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
499318185,41, Local-gov,134524, Assoc-voc,11, Divorced, Craft-repair, Unmarried, White, Female,0,0,45, United-States, <=50K
634488204,61, Private,176689, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
835699967,24, Private,220993, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
31623992,21, Private,512828, HS-grad,9, Never-married, Protective-serv, Own-child, Black, Male,0,0,40, United-States, <=50K
301671946,36, State-gov,422275, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Mexico, <=50K
810077946,37, Local-gov,65291, Assoc-voc,11, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
535442645,69, Private,197080, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,9386,0,60, United-States, >50K
208608069,49, Federal-gov,181657, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
830325853,55, Private,190257, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,53, United-States, >50K
293607154,21, Private,238068, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
115603252,18, Private,337046, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
955152286,26, Private,187248, HS-grad,9, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
426817222,20, ?,250037, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,18, ?, <=50K
335283851,46, Private,285750, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,4064,0,55, United-States, <=50K
377093991,23, Private,260617, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
762299478,48, Private,216999, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
593333465,36, Private,531055, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,48, United-States, >50K
364376155,42, State-gov,121265, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
404423179,41, Local-gov,184466, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, >50K
942224662,45, Private,297676, Assoc-acdm,12, Widowed, Sales, Unmarried, White, Female,0,0,40, Cuba, <=50K
214505403,52, Private,114228, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,3325,0,40, United-States, <=50K
93992638,22, Local-gov,121144, Bachelors,13, Never-married, Prof-specialty, Own-child, Black, Female,0,0,18, United-States, <=50K
684315748,20, Private,26842, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,2176,0,40, United-States, <=50K
927606777,27, Private,113054, HS-grad,9, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,43, United-States, <=50K
120283929,36, Private,256636, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
649037959,34, Private,152246, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,52, United-States, <=50K
430571704,38, Private,108140, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
193973511,20, ?,203353, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K
608612571,47, Private,207207, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
292636962,21, Private,115420, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
361843451,33, Private,80058, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
422659874,31, Local-gov,48520, Assoc-acdm,12, Never-married, Protective-serv, Unmarried, White, Male,0,0,40, United-States, <=50K
218631640,61, Private,411652, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
862757538,46, Private,154405, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,45, United-States, <=50K
213200735,55, Local-gov,104917, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
261254939,19, State-gov,261422, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
756276119,39, Private,48915, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
124035593,61, Private,172037, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
965280815,28, Private,144833, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
328699396,28, Private,275116, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
898696858,61, ?,72886, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,38, United-States, >50K
5506700,61, Private,103575, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,37, United-States, <=50K
990689716,54, Private,200783, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
114914146,50, Self-emp-inc,152810, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, Germany, <=50K
851464634,37, Local-gov,44694, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, United-States, >50K
877795973,17, ?,48703, 11th,7, Never-married, ?, Own-child, White, Female,0,0,30, United-States, <=50K
923921694,56, Private,91905, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,4, United-States, <=50K
903611605,31, Private,168906, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
843750917,32, State-gov,147215, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,55, United-States, >50K
958961432,28, Private,153546, 11th,7, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
678235517,34, Private,35595, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
327134829,33, Private,225507, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
461084659,42, Private,345504, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
530492900,64, Private,137205, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
304137638,29, Private,327779, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,20, United-States, <=50K
112337793,41, ?,213416, 5th-6th,3, Married-civ-spouse, ?, Husband, White, Male,0,0,32, Mexico, <=50K
253511233,45, Private,362883, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
107061307,48, Private,131309, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
316630204,44, Private,188331, Some-college,10, Separated, Tech-support, Not-in-family, White, Female,0,0,38, United-States, <=50K
60942216,34, Federal-gov,194740, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
87771937,40, Private,43711, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
668275364,45, Private,187033, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2051,40, United-States, <=50K
162603838,23, Private,233923, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
197422968,51, Private,84278, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
530043714,24, Private,437666, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2885,0,50, United-States, <=50K
484600153,57, Private,186386, Bachelors,13, Widowed, Prof-specialty, Unmarried, White, Male,10520,0,40, United-States, >50K
688551375,23, Private,129767, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,1721,40, United-States, <=50K
913037353,34, Private,180284, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
933002516,36, Private,108320, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,4101,0,40, United-States, <=50K
410601523,56, Self-emp-inc,75214, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,32, United-States, >50K
936622505,42, Private,284758, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
384833479,45, Self-emp-inc,188330, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
527640855,38, Private,333651, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,70, United-States, >50K
242945790,29, Local-gov,115305, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,7688,0,40, United-States, >50K
166354735,54, Private,172962, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,1340,40, United-States, <=50K
989841489,40, Private,198096, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
552366410,29, Private,163265, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
669779045,35, Federal-gov,128608, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
885992343,47, Private,107460, HS-grad,9, Separated, Exec-managerial, Unmarried, White, Female,0,0,37, United-States, <=50K
636796631,51, Private,251841, Assoc-voc,11, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,43, United-States, <=50K
629003568,28, Private,403671, HS-grad,9, Never-married, Other-service, Other-relative, White, Male,0,0,40, Mexico, <=50K
756398185,58, Private,159378, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
913004503,24, Private,170070, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,25, United-States, <=50K
700828961,46, State-gov,192323, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
799606743,57, Private,135796, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,48, United-States, <=50K
681147151,22, Private,232985, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,20, United-States, <=50K
776508294,28, Private,34532, Bachelors,13, Never-married, Tech-support, Not-in-family, Black, Male,0,0,30, Jamaica, <=50K
306077326,17, ?,371316, 10th,6, Never-married, ?, Own-child, White, Male,0,0,25, United-States, <=50K
657946315,23, Private,236994, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,60, United-States, <=50K
954706568,19, Private,208366, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
33427243,66, State-gov,102640, HS-grad,9, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,35, United-States, <=50K
551361581,38, Private,111377, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, <=50K
199702775,39, Federal-gov,472166, Some-college,10, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
121964665,39, ?,86551, 12th,8, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
272473417,47, Private,70943, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5178,0,40, United-States, >50K
21541632,39, Private,294919, HS-grad,9, Divorced, Transport-moving, Own-child, White, Male,0,0,60, United-States, <=50K
611909760,22, Private,408383, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
807324060,36, Private,255454, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,30, United-States, <=50K
154177442,32, Private,193260, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
402872136,29, ?,191935, HS-grad,9, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K
911348896,43, Local-gov,125461, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
359683959,51, Private,97005, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
90962554,42, Private,183319, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
236146627,32, State-gov,167049, 12th,8, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
399017132,34, Private,185216, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
910679394,51, Private,161838, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,57, United-States, <=50K
218090739,38, Private,165848, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States, <=50K
929145999,21, Private,138816, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,20, United-States, <=50K
731378884,33, Self-emp-not-inc,99761, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
821103817,34, Private,112139, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
684871272,32, Private,129020, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
132532987,38, ?,365465, Assoc-voc,11, Never-married, ?, Own-child, White, Male,0,0,15, United-States, <=50K
539554242,27, Self-emp-not-inc,259873, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,60, United-States, >50K
330757437,35, Self-emp-inc,89622, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
715652343,29, State-gov,201556, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
525407632,40, Private,176286, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
934733605,46, Private,192894, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,30, United-States, <=50K
965339966,37, Private,172232, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
173953744,38, Self-emp-not-inc,163204, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3411,0,25, United-States, <=50K
674384610,37, Private,265737, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1887,60, Cuba, >50K
572347569,44, Private,215304, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
665324086,25, Private,185952, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
359492845,38, Private,216845, HS-grad,9, Never-married, Sales, Unmarried, White, Male,0,0,42, United-States, <=50K
469196987,34, Local-gov,35683, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, White, Female,0,0,10, United-States, <=50K
580598446,50, Self-emp-not-inc,371305, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1902,60, United-States, >50K
860324274,46, Private,102359, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
133423326,20, Private,200089, 5th-6th,3, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,30, Guatemala, <=50K
934029366,47, State-gov,207120, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38, United-States, >50K
562503113,46, Private,295334, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
263876273,34, Private,234537, Assoc-acdm,12, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
492585530,61, Private,142922, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
102711257,55, State-gov,181641, Some-college,10, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,37, United-States, <=50K
401544233,36, Private,185325, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,35, United-States, <=50K
474250037,28, Private,167336, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,10520,0,40, United-States, >50K
622974290,22, Private,379778, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
953305621,34, Private,176117, Some-college,10, Never-married, Sales, Own-child, Black, Female,0,0,35, United-States, <=50K
566494266,33, Private,100228, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
52311022,27, Private,150296, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,32, United-States, <=50K
44492349,43, Federal-gov,25005, Masters,14, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5013,0,12, United-States, <=50K
28790623,55, Private,134120, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,99999,0,40, United-States, >50K
345214915,39, Self-emp-not-inc,251710, 10th,6, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,1721,15, United-States, <=50K
687939405,20, Private,653574, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,33, El-Salvador, <=50K
235158651,38, Private,175441, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
280023102,30, Private,333119, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
954432615,21, Private,89154, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,42, El-Salvador, <=50K
284979440,60, Private,198727, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
403921001,43, Private,87284, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
782408168,36, Private,180686, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
168106935,23, Private,227070, Some-college,10, Never-married, Other-service, Unmarried, White, Female,0,0,48, El-Salvador, <=50K
389036532,57, Local-gov,189824, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,7298,0,40, United-States, >50K
551104234,25, Local-gov,348986, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, Black, Male,0,0,40, United-States, <=50K
728294535,38, Private,96185, HS-grad,9, Divorced, Other-service, Unmarried, Black, Female,0,0,32, United-States, <=50K
555402844,22, Private,112693, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
74328457,23, Private,417605, 5th-6th,3, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
216254667,61, Self-emp-not-inc,140300, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,44, United-States, <=50K
350560373,28, Private,340408, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,46, United-States, <=50K
235211809,17, ?,187539, 11th,7, Never-married, ?, Own-child, White, Female,0,0,10, United-States, <=50K
399986065,21, Private,237051, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
903016389,49, Private,175622, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
995984054,37, Private,389725, 12th,8, Divorced, Craft-repair, Own-child, White, Male,0,0,35, United-States, <=50K
459447397,23, Private,182812, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
924521811,38, Self-emp-not-inc,245372, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,3137,0,50, United-States, <=50K
493986053,34, Local-gov,93886, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,46, United-States, >50K
113450639,21, Private,502837, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Peru, <=50K
894280530,27, State-gov,212232, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
57322096,57, Private,300104, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,84, United-States, >50K
285089650,22, Private,156933, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,25, United-States, <=50K
673696307,20, Private,286734, Some-college,10, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,35, United-States, <=50K
634046362,49, Self-emp-inc,143482, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,65, United-States, >50K
741947871,38, Private,226357, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
102028174,40, Private,104892, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
842305179,44, Private,223194, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1485,40, Haiti, <=50K
133615863,37, Self-emp-not-inc,272090, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, United-States, <=50K
329140489,57, Private,204816, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
316601046,56, Private,230039, 7th-8th,4, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
203055720,41, Private,242619, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,80, United-States, <=50K
163409690,50, Self-emp-not-inc,131982, HS-grad,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,60, South, <=50K
760697611,33, Private,87310, 9th,5, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
198306558,29, Private,134566, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
101997066,28, Federal-gov,163862, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,40, United-States, >50K
887495535,35, Private,239409, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
774606883,36, Private,203717, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
65141384,45, Private,172274, Doctorate,16, Divorced, Prof-specialty, Unmarried, Black, Female,0,3004,35, United-States, >50K
990013154,30, Self-emp-not-inc,65278, Assoc-acdm,12, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
891621202,35, Self-emp-inc,135289, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, <=50K
72825132,27, Private,246974, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
788536131,22, Private,180060, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
868559265,24, Private,118023, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
246387973,47, Private,102308, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
461072699,47, Private,45564, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
634285600,18, Private,137646, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
340731308,18, Private,237646, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
226971448,31, Local-gov,189843, HS-grad,9, Divorced, Protective-serv, Not-in-family, White, Male,0,0,47, United-States, >50K
19500900,43, Self-emp-not-inc,118261, Masters,14, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
67113701,45, Private,288437, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Other, Male,4064,0,40, United-States, <=50K
765253050,39, Private,106347, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
885268777,30, Private,316471, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
581896353,22, Private,50058, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
204574053,30, Self-emp-not-inc,182089, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,85, United-States, <=50K
517857151,36, Private,186865, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
295516548,20, State-gov,158206, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
935737803,61, ?,229744, 1st-4th,2, Married-civ-spouse, ?, Husband, White, Male,3942,0,20, Mexico, <=50K
50184782,27, Private,141545, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,45, United-States, <=50K
503218812,59, Local-gov,50929, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
563281337,60, Private,132529, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
908002251,43, Private,260696, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
324323750,35, Private,231180, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
130083838,40, Private,223277, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
436764168,20, Private,279538, 11th,7, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,2961,0,35, United-States, <=50K
630725578,47, Private,46044, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
554295541,40, Private,168071, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
167892516,20, Private,79691, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
661870646,75, ?,114204, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,13, United-States, <=50K
342709477,25, Private,124111, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
238947340,47, Private,104521, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
555212493,29, Self-emp-not-inc,128516, Assoc-acdm,12, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
790076986,34, Private,112564, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
600923312,45, State-gov,32186, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
916825402,23, Private,239663, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,2597,0,50, United-States, <=50K
